Unnamed: 0,Unnamed: 1,"If insurer is not listed, please contact Special Funds."
E,W860613,CITY OF PEEKSKILL
E,W860662,PELHAM UNION FREE SCHOOL DIST
F,W860672,PHELPS-CLIFTON SPRINGS CENTRAL SCHOOL DISTRICT
E,W860688,PHOENIX CENTRAL SCHOOL DISTRICT
E,W860696,PENFIELD CENTRAL SCHOOL DIST
F,W860704,PENN YAN CENTRAL SCHOOL DISTRICT
E,W860712,PERU CENTRAL SCHOOL DIST
E,W860720,PITTSFORD CENTRAL SCHOOL DIST
E,W860738,PINE PLAINS CENTRAL SCHOOL DIST
E,W860746,PLAINEDGE UNION FREE SCHOOL DIST
E,W860795,PINE BUSH CENTRAL SCHOOL DIST
E,W860829,PLAINVIEW-OLD BETHPAGE CSD (1987)
E,W860845,PLATTSBURGH CITY SCHOOL DIST
E,W860852,BOCES CLINTON ESSEX WARREN & WASHINGTON
E,W861009,PORT AUTHORITY OF NEW YORK & NEW JERSEY
E,W861041,PORT BYRON CENTRAL SCHOOL DIST
E,W861074,CITY OF PORT JERVIS CITY SCHOOL DIST
E,W861132,PORT WASHINGTON UNION FREE SCHOOL DIST
E,W861140,VILLAGE OF PORT CHESTER
E,W861165,POTSDAM CENTRAL SCHOOL DIST
E,W861199,CITY OF POUGHKEEPSIE
E,W861207,POUGHKEEPSIE CITY SCHOOL DIST
E,W861215,PRATTSBURG CENTRAL SCHOOL DIST
E,W861223,PUBLIC EMPLOYERS RISK MANAGEMENT ASSN
E,W861256,COUNTY OF PUTNAM
E,W861447,BOCES PUTNAM WESTCHESTER COUNTIES
E,W861454,QUEENSBURY SCHOOL DIST
E,W861470,RAMAPO CENTRAL SCHOOL DISTRICT
E,W861488,TOWN OF RAMAPO
E,W861496,EAST RAMAPO CENTRAL SCHOOL DIST
E,W861504,RENSSELAER COUNTY SELF INSURANCE PLAN
E,W861546,RED CREEK CENTRAL SCHOOL DISTRICT
E,W861629,REMSENBURG SPEONK UNION FREE SCHL DIST
E,W861694,BOCES RENSSELAER-COLUMBIA-GREENE
E,W861702,RHINEBECK CENTRAL SCHOOL DIST
E,W861728,RIVERHEAD CENTRAL SCHOOL DIST
E,W861744,TOWN OF RIVERHEAD
E,W861751,CITY OF ROCHESTER
E,W862007,ROCHESTER CITY SCHOOL DISTRICT
E,W862130,ROCHESTER-GENESEE REGIONAL TRANS AUTH
E,W862254,NORTH ROCKLAND CENTRAL SCHOOL DIST
E,W862759,ROCKLAND COUNTY SELF INSURANCE PLAN
E,W862767,CITY OF ROME
E,W862775,ROCKY POINT UNION FREE SCHOOL DIST
E,W862783,ROOSEVELT UNION FREE SCHOOL DIST
E,W862825,ROCKLAND COUNTY BOCES
E,W862858,ROCKVILLE CENTRE UNION FREE SCHOOL DIST
E,W862866,ROME CITY SCHOOL DIST
E,W862874,INC VILLAGE OF ROCKVILLE CENTRE
E,W862882,SACHEM CENTRAL SCHOOL DISTRICT
E,W862916,RYE CITY SCHOOL DIST
E,W863005,ST LAWRENCE COUNTY SELF INS PLAN
E,W863757,SALAMANCA CITY SCHOOL DISTRICT
E,W863856,SALMON RIVER CENTRAL SCHOOL DIST
E,W863880,SARANAC CENTRAL SCHOOL DIST
E,W864003,SARATOGA COUNTY SELF INS PLAN
E,W864250,SARATOGA SPRINGS CITY SCHOOLS
E,W864326,SAUQUOIT VALLEY CENTRAL SCHOOL
E,W864441,SAYVILLE UNION FREE SCHOOL DIST
E,W864508,SHENENDEHOWA CENTRAL SCHOOL DIST
E,W864631,SCARSDALE UNION FREE SCHOOL DIST
E,W864755,SCHENECTADY CITY SCHOOL DISTRICT
E,W865000,CITY OF SCHENECTADY
E,W865505,SCHENECTADY COUNTY
E,W865638,SCHENEVUS CENTRAL SCHOOL
E,W865919,SCHUYLER-CHEMUNG-TIOGA BOCES
E,W865927,BOCES SCHU-STEU-CHEM-TIOG-ALLE
E,W865943,SCIO CENTRAL SCHOOL DIST
E,W866008,SENECA COUNTY SELF INSURANCE PLAN
E,W866503,SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT
E,W866693,SHOREHAM WADING RIVER CSD
E,W866750,SMITHTOWN CENTRAL SCHOOL DIST
E,W866883,TOWN OF SMITHTOWN
F,W866898,SODUS CENTRAL SCHOOL DISTRICT
E,W866917,SOUTHOLD UNION FREE SCHOOL DIST
E,W866933,SOLVAY UNION FREE SCHOOL DIST
E,W866966,SOUTH COUNTY CENTRAL SCHOOL DIST
E,W866974,SOUTH HUNTINGTON UNION FREE SCHOOL DIST
E,W866982,SPENCERPORT CENTRAL SCHOOL DIST
E,W866990,STATEN ISLAND RAPID TRANSIT OPER AUTH
E,W867006,STEUBEN COUNTY SELF INSURANCE PLAN
E,W867022,SOUTH GLENS FALLS CENTRAL SCHOOL DIST
E,W867048,STILLWATER CENTRAL SCHOOL DIST
E,W867063,SOUTH COLONIE SCHOOL DIST
E,W867139,BOCES SOUTHERN WESTCHESTER
E,W867162,SPACKENKILL UNION FREE SCHOOL DIST
E,W867329,STEUBEN-ALLEGANY BOCES
E,W867378,VILLAGE OF SUFFERN
E,W867386,BOCES FIRST SUPERVISORY DIST SUFFOLK CTY
E,W867501,COUNTY OF SUFFOLK
E,W868004,SULLIVAN COUNTY SELF INSURANCE PLAN
E,W868137,SULLIVAN COUNTY BOCES
E,W868251,SWEET HOME SCHOOL DISTRICT
E,W868509,SYOSSET CENTRAL SCHOOL DISTRICT
E,W869002,CITY OF SYRACUSE
E,W869135,SYRACUSE CITY SCHOOL DISTRICT
E,W869192,TACONIC HILLS CENTRAL SCHOOL DISTRICT
E,W869259,TARRYTOWN UNION FREE SCHOOL DIST
E,W870000,TIOGA COUNTY MUTUAL SELF INS PLAN
E,W870380,TIOGA CSD
E,W870505,THREE VILLAGE CENTRAL SCHOOL DIST
E,W870752,TOMPKINS COUNTY
E,W871636,CITY OF TONAWANDA
E,W871750,TOWN OF TONAWANDA
E,W872006,KENMORE-TOWN OF TONAWANDA UFSD
E,W872253,TRI-VALLEY CENTRAL SCHOOL DIST
E,W872501,TRIBOROUGH BRIDGE & TUNNEL AUTH (1990)
E,W873004,CITY OF TROY
E,W873251,CITY SCHOOL DISTRICT OF TROY
E,W873442,TULLY CENTRAL SCHOOL DIST
E,W873509,ULSTER COUNTY SELF INSURANCE PLAN
E,W873632,ULSTER COUNTY BOCES
E,W873889,UNATEGO CENTRAL SCHOOL DIST
E,W874002,TOWN OF UNION
E,W874077,UNIONDALE UNION FREE SCHOOL DIST
E,W874135,UTICA CITY SCHOOL DISTRICT
E,W874192,VALLEY CENTRAL SCHOOL DIST
E,W874226,INCORPORATED VILLAGE OF VALLEY STREAM
E,W874259,VALLEY STREAM CENTRAL HIGH SCHOOL DIST
F,W874457,VICTOR CENTRAL SCHOOL DISTRICT
C,W874491,TOWN OF WALLKILL
E,W874507,WANTAGH UNION FREE SCHOOL DIST
E,W874630,WAPPINGERS CENTRAL SCHOOL DIST
E,W874754,WARREN COUNTY SELF INSURANCE PLAN
E,W874911,WARWICK VALLEY CENTRAL SCHOOL DIST
E,W874945,WASHINGTONVILLE CENTRAL SCHOOL DIST
E,W875009,WASHINGTON COUNTY SELF INS PLAN
E,W875504,BOCES WASH-WARREN-HAMILTON-ESX CTYS
E,W876007,CITY OF WATERTOWN
E,W876502,WATERTOWN CITY SCHOOL DIST
E,W877005,CITY OF WATERVLIET
E,W877252,WATERVILLE CENTRAL SCHOOL DIST
E,W877351,WATKINS GLEN CENTRAL SCHOOL DIST
E,W877633,WAYNE CENTRAL SCHOOL DISTRICT
E,W878003,WAYNE COUNTY SELF INSURANCE PLAN
E,W878078,WAYNE FINGER LAKES BOCES
E,W878110,WEBSTER CENTRAL SCHOOL DIST
E,W878128,WEBUTUCK CENTRAL SCHOOL DIST
E,W878136,WEST BABYLON UNION FREE SCHOOL DIST
E,W878185,WEST GENESEE CENTRAL SCHOOL DIST
E,W878193,WEST IRONDEQUOIT CENTRAL SCHOOL DIST
E,W878250,WEST ISLIP UNION FREE SCHOOL DISTRICT
E,W878383,TOWN OF WEST SENECA
E,W878508,WEST SENECA CENTRAL SCHOOL DIST
E,W878631,WESTBURY UNION FREE SCHOOL DIST
E,W878755,COUNTY OF WESTCHESTER
E,W878797,WESTCHESTER COUNTY HEALTH CARE CORP
E,W878854,WESTHILL CENTRAL SCHOOL DISTRICT
E,W878912,WHEATLAND CHILI CENTRAL SCHOOL DIST
E,W878920,WILLIAMSVILLE CENTRAL SCHOOL DIST
E,W878938,WHITESBORO CENTRAL SCHOOL
E,W878946,CITY OF WHITE PLAINS
E,W878953,WINDHAM-ASHLAND-JEWETT SCHOOL DISTRICT
E,W878961,WINDSOR CENTRAL SCHOOL DIST
E,W878979,WHITE PLAINS CITY SCHOOL DIST
E,W879001,WYOMING COUNTY WORKERS COMP
E,W879076,WHITEHALL CENTRAL SCHOOL DIST
E,W879258,WYANDANCH UNION FREE SCHOOL DIST
E,W879506,WILLIAMSON CENTRAL SCHOOL DISTRICT
F,W879506,WILLIAMSON CENTRAL SCHOOL DISTRICT
E,W879753,WHITNEY POINT CENTRAL SCH DIST
E,W880009,YATES COUNTY MUTUAL SELF INS PLAN
E,W881007,CITY OF YONKERS
E,W883250,TOWN OF YORKTOWN
E,W887756,YORK CENTRAL SCHOOL DIST
E,W890008,YORKTOWN CENTRAL SCHOOL DISTRICT
E,W990004,UNINSURED EMPLOYERS FUND (TPA)
D,W995005,THE AGGREGATE TRUST FUND
E,W997001,FUND FOR REOPENED CASES
