Digital Learning Resources List,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Online,Storyline Online,https://www.storylineonline.net/,Primary,LITERACY,English,"The SAG-AFTRA Foundation’s award-winning children’s literacy website, Storyline Online, streams videos featuring celebrated actors reading children’s books alongside creatively produced illustrations.",FREE,All Rights Reserved,
Online,StudyIB,https://studyib.net/,Secondary,STEM,English,"Science and Mathematics revision for IB students. Introductory modules are free, subscription for the remaining modules",FREE ,All Rights Reserved,
Online,Sumdog,https://www.sumdog.com/en/teachers/,Primary,OTHER,English,"Engage your pupils with adaptive game-based maths, spelling and grammar practice. Aligned to the National Curriculum for ages 5 to 14, Sumdog is proven to accelerate progress. It encourages regular practice, high accuracy and builds fluency, using positive reinforcement to ensure pupils stay on task, learn more effectively, and are invested in their own success. Basic version free, premium version paying",FREE,All Rights Reserved,
Online,Tabshoura KG,http://www.tabshoura.com/,Secondary,OTHER,Arabic,"Goal is to put the whole Lebanese curriculum online, KG to Baccalaureate. Currently only KG to 3rd grade. Free, and online. The content is also available offline through Tabshoura in a box ",FREE ,,
Online,Teach From Home ,https://teachfromhome.google/intl/en/,Tool,OTHER,English,"A hub of information and tools including step by step guide for setting up virtual teaching, including platform options and directions",FREE,All Rights Reserved,
Online,TeachEngineering,https://www.teachengineering.org/,"Primary, Secondary,Tertiary, Adult ",STEM,English,"TeachEngineering is a digital library of standards-based engineering curricula for use by K-12 educators to make applied science and math come alive through engineering design in K-12 settings. The TeachEngineering collection provides educators with free access to a growing curricular resource of activities, lessons, units, maker challenges, and more for use in informal education settings.",FREE,All Rights Reserved,
Online,Teams,https://products.office.com/en-us/microsoft-teams/group-chat-software,Tool,OTHER,English,"Chat, meet, call and collaboration features",FREE,All Rights Reserved,
Online,TESSA,http://www.tessafrica.net/,Secondary,OTHER,Arabic,Teacher facing Arabic content for sub-Saharan Africa,FREE,Multiple Licenses (including open),
Online,The Active Educator,https://www.theactiveeducator.com/,"Primary, Secondary",OTHER,English,A fun and interactive education platform which allows downloads of fun maths and literacy games. Free online resources that can be downloaded and printed.,FREE,All Rights Reserved,
Online,The Concord Consortium,https://learn.concord.org,"Primary, Secondary",STEM,English,"A collection of hundreds of free K-12 STEM resources, from standalone models and simulations to short activities and weeklong sequences of curriculum materials.",FREE,All Rights Reserved,
Online,The Good and the Beautiful,https://www.goodandbeautiful.com/,"Primary, Secondary",OTHER,English,"There is free homeschool curriculum out there, but nothing like this! We offer free course sets (Levels 1–5) that combine and thoroughly cover phonics, reading, writing, spelling, literature, grammar, punctuation, art, and geography—all in one easy-to-use, beautiful course.",FREE,All Rights Reserved,
Online,Thoughtful Learning,https://k12.thoughtfullearning.com/,Primary,LITERACY,English,"Quick lessons to teach concepts and skills in writing, 21st century skills, and social-emotional learning. Each 10-15 minute minilesson presents a concept and engages students in an activity. Minilessons are optimized to display on a whiteboard, smartphone, or anything in between. not all resources are free",FREE,CC BY-NC-SA,
Online,TidWiT,http://mehe.ontidwit.com/,Secondary,OTHER,Arabic,"In 2015, TidWit and its partners, Mercy Corp and Save the Children, committed to providing a fully digitized Lebanese curriculum for 50,000 Lebanese public school students and Syrian refugees in response to the massive educational challenges posed by the Syrian crisis. TidWit will offer accelerated and remedial material online for free through the public school system, schools for Syrian refugees, community centers, and self-study opportunities. As a result, over a one year period, students will re-enter the school system, obtain non-formal certifications and diplomas necessary for employment, as well as prepare for testing. The pilot developed by TidWiT Inc. provides open access to the Lebanese curriculum to all Lebanese students as well as Syrian refugee students – in 3 languages: English, Arabic and French. The classes are all made available via the TidWiT Online Learning Platform, fully customized to MEHE's look and feel. And it not only provides access to the curriculum but also to supporting material and libraries such as the Khan Academy, Music Libraries, Classic Book libraries, Advanced Concept Libraries and more. ",FREE,unclear,
Online,Tips for Distance Learning,https://edtech.worlded.org/tips-for-distance-learning/,"Primary, Secondary, Tertiary",OTHER,English,Essential information and resources to help you rapidly scale-up or start distance education. Includes teaching suggestions.,FREE,unclear,
Online,"Transforming Teacher Education and Learning (T-TEL, Ghana))",https://edtechhub.org/oer/,Teachers,OTHER,English,Interactive teaching with and without ICT ,FREE,CC BY-SA,
Online,Turkcell Academy,http://www.turkcellakademi.com/,Secondary,OTHER,Arabic,"It has announced that it will use Turkcell Academy , its online learning platform which teaches English to Turks, to provide online courses to teach Turkish language and culture to Syrians.",FREE,,
Online,Typing Club,https://www.typingclub.com/,"Secondary, Tertiary",OTHER,English,Resource for learning to type.,FREE,All Rights Reserved,
Online,Typing.com,https://www.typing.com/,"Secondary, Tertiary",OTHER,English,Resource for learning to type.,FREE,All Rights Reserved,
Online,Ubongo,https://www.ubongo.org/,Tool,LITERACY,"Swahili, English","Uses entertainment, mass media and connectivity of mobile devices to deliver learning to African families at low cost and scale",FREE,CC BY-NC-ND,
Online,Udacity,https://www.udacity.com/,Secondary,OTHER,Arabic,Online university to teach skills that employers want; Fee based.,FREE,All Rights Reserved,
Online,Udemy,https://www.udemy.com/courses/search/?q=free&src=ukw&price=price-free,Secondary,OTHER,Arabic,"Udemy is an online learning platform utilized by over 15 million students who are mastering new skills and achieving their goals by learning from a library of over 45,000 courses taught by expert instructors in areas that include marketing and business. Many of the courses are available free of charge.",FREE,All Rights Reserved,
Online,UDL on Campus,http://udloncampus.cast.org/home,,OTHER,English,"Universal Design for Learning, framework for higher education",FREE,CC BY-NC-SA,
Online,University of the People,http://www.uopeople.edu/,"Secondary, Tool",OTHER,Arabic,"Massive Online Open Course Platfrom The university has opened up space for the nearly 500 Syrian refugee students through the Emergency Refugee Assistance Program. The University is also currently in the planning stages of replicating an Arabized program that would better serve Syrian and other Arab refugees who do not have sufficient English language skills to enroll in its current programs. Students will be expected to learn English over the course of the first three years with the goal of enrolling in courses conducted in English in their final year. This will allow them to engage in discussions with students from multicultural backgrounds in their final year of study. The program intends to offer 10,000 students placements over a 10-year period, provided funding for the initiative can be secured. In addition, students will be supported by Syrian staff, who will ease their transition and guide them throughout the online educational experience. This model will simultaneously provide opportunities for Syrian students and adults seeking employment. ",FREE ,All Rights Reserved,
Online,UNRWA TV educational lessons,https://www.youtube.com/user/unrwatv,Primary,OTHER,"arabic, english","The Self-Learning Programme includes UNRWA TV educational lessons broadcast from Gaza, focusing on Arabic, English, Maths and Science for all students in Grades 4-9. The multimedia episodes have suggestions for activities to do at home with minimal materials, and prompt students to think creatively about the subjects. The episodes are based on the core concepts and skills from the Jordan, Palestinian, Lebanese and Syrian curricula, and so are ideal for any students in these countries or children displaced from these countries. UNRWA TV can be accessed by Palestine refugee children everywhere via NileSat TV (satellite channel 11315 V) or through its dedicated YouTube channel. Although designed for use by Palestine refugees, the materials can be used by any Arabic native speakers who would benefit from educational TV episodes, and the English episodes can be used by any English learners.",FREE,All Rights Reserved,
Online,Unsilence,https://www.unsilence.org/,Secondary,LITERACY,English,"Through storytelling, the arts, and serious games, Unsilence creates highly-interactive, research-based learning experiences that help communities learn about social injustice, human rights, and genocide. Our experiences help learners bridge perspectives, break down ingrained stigmas, and build collective empathy and understanding. Unsilence is a 501(c)(3) nonprofit organization.  Unsilence's online interactive features are FREE to use and include choose-your-own-pathway stories, webquests, human rights poetry and stories, interactive exhibitions, and companion education resources.",FREE,All Rights Reserved,
Online,US National Emergency Library,https://archive.org/details/nationalemergencylibrary,Tool,OTHER,English,"A collection of books that supports emergency remote teaching, research activities, independent scholarship, and intellectual stimulation while universities, schools, training centers, and libraries are closed",FREE,Public Domain,
Online,Ustad Mobile,https://www.ustadmobile.com/lms/,"Secondary, Tool",STEM,Arabic,"Pilot project - science/maths/Arabic content via mobile phones. They plan a small scale intervention in Jordan (via the King's sister's foundation) to test the concept.  The basic cost is the SIM card - they work on the basis that people will use their existing 'phones. A partnership with MBRF that will enable the creation of lesson packs for Grade 1-12 in Arabic for Maths and Science and enhancements to the application. All content created will be under an open license (Creative Commons by Attribution ShareAlike) that allows anyone to freely download content to any device and even create their own versions and improvements. By avoiding any need to purchase new devices we are aiming to keep the marginal cost per student for content delivery around the $1-$2 USD per year. The attendance tracking and monitoring functionality is a new addition to the app we are piloting as mentioned with an NGO partner (Study Hall Foundation who have 30 years of experience there). With this system teachers simply use a marker pen on a piece of (possibly laminated) paper to fill in student attendance and then they use the app to take a picture of the sheet. The bonus to this way of doing things is that you only need one phone per school; and it can be paired with a fingerprint scanner to cut down on absenteeism issues. Including the cost of energy, data hosting, devices (over a lifespan of 3 years) the cost is less than $2.50 per class per month.",FREE Purpose built for mobile and offline,Multiple Licenses (including open),
Online,Virtual Field Trips,https://docs.google.com/document/d/1SvIdgTx9djKO6SjyvPDsoGlkgE3iExmi3qh2KRRku_w/preview?fbclid=IwAR1NydxOSXNH-xOxbz369ICParOIMxJqZ3bnlk1G10rX-1_rU-vFpwR3vXE,Primary,OTHER,English,Links to over 30 Virtual Field Trips students can take from home,FREE,All Rights Reserved,
Online,Vodafone Literacy App,http://www.vodafone.com/content/dam/vodafone/connected-education/vodafone_connected_education.pdf,Secondary,OTHER,Arabic,Arabic content created for use in Egypt,FREE,All Rights Reserved,
Online,Webroom Education,https://Webroom.net,Primary,OTHER,English,Free Virtual Classroom Room for Live Online Classes,FREE,All Rights Reserved,
Online,Wonderopolis.org,http://wonderopolis.org/,Secondary,LITERACY,English,Short videos and readings that answers various burning questions for students. There are vocabulary challenges and comprehension questions.,FREE,All Rights Reserved,
Online,World of Letters,https://www.youtube.com/watch?v=rTR-WMGgihg,Secondary,OTHER,Arabic,The World of Letters Arabic literacy educational curriculum is aligned with the fundamental elements of the Arab culture and heritage. The program deciphers the Arabic language to develop a comprehensive Early Childhood literacy program that enhances the beauty of the Arab language and tackle the literacy skills deficit of children in the Arab region and beyond. The program is designed to teach Arabic phonics using a multisensory and play-based approach. ,FREE,All Rights Reserved,
Online,Wow in the World,https://tinkercast.com/resource/take-home-wowsheet,Secondary,STEM,English,"Wow in the world is the #1 podcast for kids and families. Produced by Tinkercast and distributed by NPR, hosts Guy Raz and Mindy Thomas weave a character driven, humor heavy story around a new scientific discovery happening in the world right now. Eyes Up. screens Down. Jaws Dropped.",FREE,All Rights Reserved,
Online,Siyavula,www.siyavula.com,Secondary,OTHER,English,Maths and Science specifically for South African Context,FREE,All Rights Reserved,
Online,XtraMath,https://xtramath.org/#/home/index,Primary,STEM,English,,FREE,All Rights Reserved,
Online,Zearn,https://www.zearn.org/,Primary,STEM,English,Top-rated K-5 curriculumbuilds deep understandingand a love of learning math forall students,FREE always,All Rights Reserved,
Online,Zoom,https://zoom.us/,Tool,OTHER,English,Cloud platfrom with video and audio conferencing ,FREE,All Rights Reserved,
Online,Amazon (online),https://stories.audible.com/discovery,All levels,LITERACY,English,Free access to Amazon stories for kids of all ages,FREE stories ,All Rights Reserved,
Online,Arabic Resources from Center on the Developing Child,https://developingchild.harvard.edu/translationcategory/ar/,Secondary,OTHER,Arabic,Evidence-based resources to improve develpoment (Executive functions etc),FREE Open. Also available in other languages ,All Rights Reserved,
Online,Boddle Learning,https://www.boddlelearning.com/,Primary,STEM,English,Boddle is a math platform for 1-6th grade that makes learning fun and personalized. Teachers are able to track student progress remotely and quickly identify learning gaps.,FREE,All Rights Reserved,
Online,BookCreater App,https://bookcreator.com/,Teachers,OTHER,English,"Set of tools to create books Basic plan free, teacher and institutional paying",FREE,All Rights Reserved,
