psu,reportingYear,entityName,dunsNumber,ueiNumber,ncesNumber,isLea,esser3SeaReserveTotalAwarded,esser3SeaReserveTotalExpendedCurrent,esser3SeaReserveLostTimeAwarded,esser3SeaReserveLostTimeExpendedPrior,esser3SeaReserveLostTimeExpendedCurrent,esser3SeaReserveSummerAwarded,esser3SeaReserveSummerExpendedPrior,esser3SeaReserveSummerExpendedCurrent,esser3SeaReserveAftSchAwarded,esser3SeaReserveAftSchExpendedPrior,esser3SeaReserveAftSchExpendedCurrent,esser3SeaReserveOtherAwarded,esser3SeaReserveOtherExpendedPrior,esser3SeaReserveOtherExpendedCurrent,esser3SeaReserveUsedPhysical,esser3SeaReserveUsedAcademic,esser3SeaReserveUsedMental,esser3SeaReserveUsedOperational,esser3SeaReserveRemaining,esser3SeaReserveRemainingPhysical,esser3SeaReserveRemainingAcademic,esser3SeaReserveRemainingMental,esser3SeaReserveRemainingOperational,esser3SeaReserveRemainingUndetermined,esser3MandatorySubgrantAwarded,esser3MandatoryExpendedPrior,esser3MandatoryExpendedCurrent,total expended,esser3MandPhysicalExpendedTotal,esser3MandPhysicalPersonnelSalaries,esser3MandPhysicalPersonnelBenefits,esser3MandPhysicalTechnical,esser3MandPhysicalPropertyServices,esser3MandPhysicalOtherServices,esser3MandPhysicalSupplies,esser3MandPhysicalProperty,esser3MandPhysicalDebtService,esser3MandPhysicalOtherItems,esser3MandAcademicExpendedTotal,esser3MandAcademicPersonnelSalaries,esser3MandAcademicPersonnelBenefits,esser3MandAcademicTechnical,esser3MandAcademicPropertyServices,esser3MandAcademicOtherServices,esser3MandAcademicSupplies,esser3MandAcademicProperty,esser3MandAcademicDebtService,esser3MandAcademicOtherItems,esser3MandMentalExpendedTotal,esser3MandMentalPersonnelSalaries,esser3MandMentalPersonnelBenefits,esser3MandMentalTechnical,esser3MandMentalPropertyServices,esser3MandMentalOtherServices,esser3MandMentalSupplies,esser3MandMentalProperty,esser3MandMentalDebtService,esser3MandMentalOtherItems,esser3MandOperationalExpendedTotal,esser3MandOperationalPersonnelSalaries,esser3MandOperationalPersonnelBenefits,esser3MandOperationalTechnical,esser3MandOperationalPropertyServices,esser3MandOperationalOtherServices,esser3MandOperationalSupplies,esser3MandOperationalProperty,esser3MandOperationalDebtService,esser3MandOperationalOtherItems,esser3Mand20ExpendedPrior,esser3Mand20ExpendedCurrent,esser3Mand20PhysicalExpendedTotal,esser3Mand20PhysicalPersonnelSalaries,esser3Mand20PhysicalPersonnelBenefits,esser3Mand20PhysicalTechnical,esser3Mand20PhysicalPropertyServices,esser3Mand20PhysicalOtherServices,esser3Mand20PhysicalSupplies,esser3Mand20PhysicalProperty,esser3Mand20PhysicalDebtService,esser3Mand20PhysicalOtherItems,esser3Mand20AcademicExpendedTotal,esser3Mand20AcademicPersonnelSalaries,esser3Mand20AcademicPersonnelBenefits,esser3Mand20AcademicTechnical,esser3Mand20AcademicPropertyServices,esser3Mand20AcademicOtherServices,esser3Mand20AcademicSupplies,esser3Mand20AcademicProperty,esser3Mand20AcademicDebtService,esser3Mand20AcademicOtherItems,esser3Mand20MentalExpendedTotal,esser3Mand20MentalPersonnelSalaries,esser3Mand20MentalPersonnelBenefits,esser3Mand20MentalTechnical,esser3Mand20MentalPropertyServices,esser3Mand20MentalOtherServices,esser3Mand20MentalSupplies,esser3Mand20MentalProperty,esser3Mand20MentalDebtService,esser3Mand20MentalOtherItems,esser3Mand20OperationalExpendedTotal,esser3Mand20OperationalPersonnelSalaries,esser3Mand20OperationalPersonnelBenefits,esser3Mand20OperationalTechnical,esser3Mand20OperationalPropertyServices,esser3Mand20OperationalOtherServices,esser3Mand20OperationalSupplies,esser3Mand20OperationalProperty,esser3Mand20OperationalDebtService,esser3Mand20OperationalOtherItems,esser3MandPhysicalBuilding,esser3MandPhysicalMeals,esser3MandPhysicalCleaning,esser3MandPhysicalTempClassroom,esser3MandPhysicalTempTransportation,esser3MandPhysicalCapacityBuilding,esser3MandPhysicalHealthProtocols,esser3MandAcademicExtendedLearning,esser3MandAcademicTutoring,esser3MandAcademicAddlStaff,esser3MandAcademicScreening,esser3MandAcademicCoordination,esser3MandAcademicEcp,esser3MandAcademicHardware,esser3MandAcademicWifi,esser3MandAcademicCurriculum,esser3MandAcademicCoreStaff,esser3MandAcademicTalent,esser3MandMentalAddlStaff,esser3MandOperationalMcKinney,esser3MandOperationalEsea,esser3MandOperationalIdea,esser3MandOperationalAefla,esser3MandOperationalPerkins,esser3MandOperationalOtherActivities,esser3MandatoryRemaining,esser3MandatoryRemainingPhysical,esser3MandatoryRemainingAcademic,esser3MandatoryRemainingMental,esser3MandatoryRemainingOperational,esser3MandatoryRemainingUndetermined,esser3Mand20Reserve,esser3Mand20ReserveExpendedCurrent,esser3Mand20Summer,esser3Mand20AftSch,esser3Mand20ExtendedTime,esser3Mand20Tutoring,esser3Mand20AddlTeachers,esser3Mand20StaffSocial,esser3Mand20StaffMental,esser3Mand20StaffStudentNeeds,esser3Mand20Screening,esser3Mand20Coordination,esser3Mand20EarlyChildhood,esser3Mand20Curriculum,esser3Mand20Capacity,esser3Mand20Other,suppressedValues,Total LL,Unnamed: 166
820,2023.0,Sampson County,100059047.0,QN6CBAKH8NS3,3704140.0,True,1136489.0,238618.0,615870.0,536779.0,61699.0,192235.0,0.0,45590.0,180878.0,0.0,107157.0,147506.0,80940.0,24172.0,False,True,False,False,42394.0,0.0,99.0,1.0,0.0,0.0,26172957.0,5693454.0,4888481.0,10581935.0,2144138.25,10005.44,2862.33,0.0,2000246.1,31109.28,99915.1,0.0,0.0,0.0,1618494.38,336268.49,100323.62,0.0,0.0,0.0,1181902.27,0.0,0.0,0.0,11685.74,8842.83,2842.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1114162.63,593591.79,265815.87,0.0,0.0,24684.77,2599.81,0.0,0.0,227470.39,0.0,2410939.0,1057462.75,4934.56,1411.67,0.0,986496.9,15342.72,49276.9,0.0,0.0,0.0,798221.62,165843.51,49478.38,0.0,0.0,0.0,582899.73,0.0,0.0,0.0,5763.26,4361.17,1402.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549491.37,292752.21,131097.13,0.0,0.0,12174.23,1282.19,0.0,0.0,112185.61,3104167.0,0.0,0.0,0.0,97434.0,0.0,8885.0,276366.0,238960.0,127703.0,0.0,0.0,0.0,1409342.0,0.0,355460.0,0.0,0.0,17450.0,0.0,1208960.0,17493.0,0.0,0.0,437200.0,13180083.0,59.0,36.0,0.0,5.0,0.0,2410939.0,2410939.0,331058.0,0.0,0.0,356803.0,92447.0,178471.0,0.0,0.0,0.0,291987.0,0.0,0.0,626604.0,533569.0,,2410939.0,0.0921156520449715
63B,2023.0,Sandhills Theater Arts (Stars),491065150.0,PXLKQWLX7CK7,3700091.0,True,75402.0,0.0,75402.0,75402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,451323.0,238009.0,213214.0,451223.0,163238.44,0.0,0.0,0.0,0.0,0.0,0.0,163238.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49975.56,46425.23,3550.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,76.56,0.0,0.0,0.0,0.0,0.0,0.0,76.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.44,21.77,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,,,,,,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,,100.0,0.000221570804058291
830,2023.0,Scotland County,841648540.0,LN84WEZA7KA8,3704200.0,True,668382.0,161029.0,410647.0,382459.0,21788.0,133929.0,0.0,80928.0,0.0,0.0,0.0,123806.0,0.0,58313.0,False,False,False,True,65493.0,20.0,40.0,20.0,20.0,0.0,21029931.0,1514797.0,4332008.0,5846805.0,515753.64,304002.77,49727.58,123683.01,0.0,0.0,2420.45,35919.83,0.0,0.0,1104377.89,357497.06,109679.7,345129.83,0.0,11716.07,280339.64,0.0,0.0,15.59,130378.92,94914.69,35464.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2581497.56,1149484.94,324529.1,58255.83,0.0,10825.41,724298.96,0.0,0.0,314103.32,0.0,1781796.0,212134.36,125039.23,20453.42,50871.99,0.0,0.0,995.55,14774.17,0.0,0.0,454241.11,147041.94,45112.3,141955.17,0.0,4818.93,115306.36,0.0,0.0,6.41,53626.08,39039.31,14586.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1061794.44,472794.06,133481.9,23961.17,0.0,4452.59,297911.04,0.0,0.0,129193.68,263573.0,181525.0,17665.0,0.0,265125.0,0.0,542847.0,137828.0,58146.0,124471.0,253275.0,11022.0,36507.0,377987.0,0.0,0.0,16535.0,0.0,184006.0,0.0,2341742.0,377041.0,0.0,89034.0,835475.0,13401330.0,15.0,50.0,5.0,30.0,0.0,1781796.0,1781795.99,0.0,0.0,0.0,339830.0,996293.0,0.0,0.0,146830.0,8665.0,0.0,0.0,84851.0,205327.0,0.0,,1781796.0,0.0847266688606824
44A,2023.0,Shining Rock Classical Acad,798231080.0,RLJ4S2JHJ9Q4,3700389.0,True,55471.0,5846.0,42782.0,42782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12689.0,1355.0,5846.0,False,False,False,True,5488.0,0.0,0.0,0.0,0.0,100.0,337684.0,273144.0,0.0,273144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64540.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
60J,2023.0,Socrates Academy,606722333.0,SXZCALGZZMK4,3700137.0,True,262216.0,0.0,45213.0,45213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217003.0,80609.0,0.0,,,,,136394.0,0.0,0.0,0.0,0.0,100.0,87677.0,0.0,82707.0,82707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82707.0,58154.0,24553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82707.0,0.0,0.0,0.0,0.0,4970.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
78B,2023.0,Southeastern Academy,800938771.0,WJJ5PJMKFBR3,3700346.0,True,87200.0,58530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87200.0,8446.0,58530.0,False,True,False,True,20224.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
92P,2023.0,Southern Wake Academy,394181370.0,RFX7CQPK96N8,3700114.0,True,401850.0,262209.0,53850.0,53850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348000.0,28563.0,262209.0,False,False,False,True,57228.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
62J,2023.0,Southwest Charlotte Stem Acad,117196403.0,NE42EPBVCD86,3700446.0,True,82995.0,8524.0,47211.0,47211.0,0.0,0.0,0.0,0.0,25296.0,0.0,8524.0,10488.0,0.0,0.0,,,,,10488.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
840,2023.0,Stanly County,124148362.0,HHFBDU1EL968,3704320.0,True,887015.0,135133.0,692181.0,657333.0,15585.0,0.0,0.0,0.0,0.0,0.0,0.0,194834.0,0.0,119548.0,False,True,True,True,75286.0,0.0,83.0,8.0,9.0,0.0,15666114.0,5188926.0,3313019.0,8501945.0,788264.9,155805.5,47072.63,0.0,564217.47,13046.29,8123.01,0.0,0.0,0.0,560147.17,427245.08,80695.8,21150.82,0.0,0.0,31055.47,0.0,0.0,0.0,26881.29,19365.65,6226.06,1289.58,0.0,0.0,0.0,0.0,0.0,0.0,1937725.65,1081316.54,379424.23,23896.34,0.0,13565.64,10613.26,0.0,0.0,428909.64,0.0,450676.0,107229.1,21194.5,6403.37,0.0,76751.53,1774.71,1104.99,0.0,0.0,0.0,76197.83,58118.92,10977.2,2877.18,0.0,0.0,4224.53,0.0,0.0,0.0,3656.71,2634.35,846.94,175.42,0.0,0.0,0.0,0.0,0.0,0.0,263592.35,147093.46,51613.77,3250.66,0.0,1845.36,1443.74,0.0,0.0,58345.36,660791.0,78646.0,63910.0,0.0,92145.0,0.0,132322.0,43573.0,241350.0,161355.0,9251.0,0.0,13215.0,35280.0,0.0,0.0,0.0,0.0,30538.0,0.0,1123292.0,173777.0,0.0,80292.0,823958.0,6713493.0,9.0,34.0,2.0,55.0,0.0,450676.0,450675.99,36079.0,0.0,0.0,0.0,97970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316627.0,0.0,,450676.0,0.0287675680133567
61Y,2023.0,Steele Creek Preparatory Aca,116989057.0,JGLCNEAQ11A4,3700454.0,True,279334.0,0.0,19600.0,19600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259734.0,0.0,0.0,,,,,259734.0,0.0,0.0,0.0,0.0,100.0,1811764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.0,0.0,0.0,0.0,0.0,0.0,398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22374.0,19245.0,3129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21311.0,1063.0,0.0,0.0,0.0,1788992.0,0.0,100.0,0.0,0.0,0.0,22772.0,22772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22772.0,0.0,0.0,0.0,,22772.0,0.0125689659359608
92E,2023.0,Sterling Montessori Academy,799812847.0,H9G7KMKH7WE6,3700046.0,True,280848.0,87438.0,34448.0,34448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246400.0,158962.0,87438.0,True,True,True,True,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
61L,2023.0,Stewart Creek High School,798357530.0,SHQLM9M2KGF3,3700374.0,True,5833.0,0.0,5833.0,5833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,490292.0,66889.0,89809.0,156698.0,11283.48,0.0,0.0,0.0,11283.48,0.0,0.0,0.0,0.0,0.0,211.57,0.0,0.0,0.0,0.0,211.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78313.95,56048.82,8553.82,6330.03,0.0,0.0,7381.28,0.0,0.0,0.0,0.0,101215.0,12716.52,0.0,0.0,0.0,12716.52,0.0,0.0,0.0,0.0,0.0,238.43,0.0,0.0,0.0,0.0,238.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88260.05,63167.18,9640.18,7133.97,0.0,0.0,8318.72,0.0,0.0,0.0,24000.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150874.0,0.0,0.0,15700.0,0.0,232379.0,0.0,100.0,0.0,0.0,0.0,101215.0,101215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101215.0,0.0,,101215.0,0.206438204172208
850,2023.0,Stokes County,100664606.0,KRNRBK55E1N3,3704380.0,True,750884.0,109111.0,381994.0,371442.0,5038.0,144872.0,0.0,43350.0,129525.0,0.0,15824.0,94493.0,39764.0,44899.0,False,False,False,True,9830.0,0.0,0.0,32.0,68.0,0.0,9305515.0,2045906.0,0.0,2045906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1561142.0,487798.0,303193.0,145287.0,0.0,0.0,0.0,39318.0,0.0,0.0,0.0,502729.0,359876.0,31698.0,3800.0,0.0,0.0,50378.0,56977.0,0.0,0.0,17838.0,13498.0,4340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552777.0,364116.0,161021.0,0.0,0.0,0.0,27640.0,0.0,0.0,0.0,113200.0,19968.0,343608.0,0.0,11022.0,0.0,2050.0,36146.0,276548.0,2467.0,81432.0,3800.0,0.0,100286.0,0.0,0.0,0.0,0.0,17838.0,0.0,328514.0,7817.0,0.0,1507.0,214939.0,5698467.0,0.0,50.0,20.0,30.0,0.0,1561142.0,1561142.0,36146.0,3800.0,0.0,0.0,0.0,1142911.0,0.0,0.0,276548.0,0.0,17838.0,0.0,2467.0,81432.0,,1561142.0,0.167765244588827
49D,2023.0,Success Institute,112588319.0,CF9MM2JH6NY5,3700106.0,True,4306.0,0.0,4306.0,4306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,366906.0,236806.0,112754.0,349560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21631.0,14190.0,191.0,0.0,0.0,0.0,7250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91123.0,46705.0,4418.0,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2691.0,11690.0,0.0,0.0,0.0,0.0,7250.0,0.0,0.0,0.0,0.0,0.0,0.0,91123.0,0.0,0.0,0.0,0.0,17346.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
60B,2023.0,Sugar Creek Charter School,162098250.0,JFRLPZM6J787,3700089.0,True,217365.0,90043.0,110434.0,110434.0,0.0,38847.0,0.0,36617.0,44678.0,0.0,44678.0,23406.0,14658.0,8748.0,True,True,True,True,0.0,,,,,,4613801.0,782182.0,2388404.0,3170586.0,389.0,0.0,0.0,0.0,0.0,0.0,389.0,0.0,0.0,0.0,294800.0,246138.0,14652.0,0.0,0.0,0.0,34010.0,0.0,0.0,0.0,658030.0,615869.0,42161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1435185.0,604839.0,34384.0,732895.0,0.0,3204.0,59863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.0,0.0,67663.0,10765.0,0.0,116774.0,65588.0,0.0,0.0,34010.0,0.0,0.0,0.0,0.0,658031.0,0.0,1337387.0,95793.0,0.0,0.0,2004.0,1443215.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
41J,2023.0,Summerfield Charter Academy,708882519.0,TMXFSMJCGL78,3700344.0,True,225971.0,106006.0,24760.0,24760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201211.0,8690.0,106006.0,True,True,False,True,86515.0,0.0,0.0,0.0,0.0,100.0,113652.0,112790.0,78.0,112868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
